"Cidade","UF","Pais","cidade","lat","lon","freq"
"Nova Ipixuna","Pará","Brasil","Nova Ipixuna, Pará, Brasil",-4.916221,-49.082194,6
"Barranquilla",NA,"Colômbia","Barranquilla, NA, Colômbia",10.9799669,-74.8013085,2
"Missal","Paraná","Brasil","Missal, Paraná, Brasil",-25.0913359,-54.2476738,12
"Madalena","Ceará","Brasil","Madalena, Ceará, Brasil",-4.8542961,-39.5766436,12
"Guelph",NA,"Canadá","Guelph, NA, Canadá",43.5460516,-80.2493276,2
"Itaubal","Amapá","Brasil","Itaubal, Amapá, Brasil",0.6027524,-50.6998737,1
"Itamari","Bahia","Brasil","Itamari, Bahia, Brasil",-13.778192,-39.682959,1
"Sarajevo",NA,"Bósnia-Herzegóvina","Sarajevo, NA, Bósnia-Herzegóvina",43.8519774,18.3866868,NA
"Ibicuitinga","Ceará","Brasil","Ibicuitinga, Ceará, Brasil",-4.9751759,-38.6368754,1
"Onda Verde","São Paulo","Brasil","Onda Verde, São Paulo, Brasil",-20.6071428,-49.2950997,2
"Santa Rita de Cássia","Bahia","Brasil","Santa Rita de Cássia, Bahia, Brasil",-11.0013969,-44.5209684,6
"Laje","Bahia","Brasil","Laje, Bahia, Brasil",-13.1809956,-39.4222968,1
"Rio Quente","Goiás","Brasil","Rio Quente, Goiás, Brasil",-17.8067173,-48.7648226,1
"Santo Amaro do Maranhão","Maranhão","Brasil","Santo Amaro do Maranhão, Maranhão, Brasil",-2.4987599,-43.253274,3
"Cedral","São Paulo","Brasil","Cedral, São Paulo, Brasil",-20.9028433,-49.2699665,4
"Jaci","São Paulo","Brasil","Jaci, São Paulo, Brasil",-20.8844434,-49.5710544,3
"Colina","São Paulo","Brasil","Colina, São Paulo, Brasil",-20.711443,-48.53867,3
"Mimoso de Goiás","Goiás","Brasil","Mimoso de Goiás, Goiás, Brasil",-15.0575453,-48.1602281,3
"Campo Redondo","Rio Grande do Norte","Brasil","Campo Redondo, Rio Grande do Norte, Brasil",-6.2420373,-36.1830606,10
"Carneiros","Alagoas","Brasil","Carneiros, Alagoas, Brasil",-9.4832948,-37.3757121,1
"Santa Inês","Paraná","Brasil","Santa Inês, Paraná, Brasil",-22.640225,-51.9031333,161
"Bocaína","Piauí","Brasil","Bocaína, Piauí, Brasil",-6.9445939,-41.3224599,2
"Rondon","Paraná","Brasil","Rondon, Paraná, Brasil",-23.4171839,-52.7722221,1
"São Vicente",NA,"Cabo Verde","São Vicente, NA, Cabo Verde",16.8492155,-24.9719862511157,22
"Dilermando de Aguiar","Rio Grande do Sul","Brasil","Dilermando de Aguiar, Rio Grande do Sul, Brasil",-29.7049966,-54.2078988,1
"Francinópolis","Piauí","Brasil","Francinópolis, Piauí, Brasil",-6.3962771,-42.2635654,2
"Palmeira do Piauí","Piauí","Brasil","Palmeira do Piauí, Piauí, Brasil",-8.7252097,-44.2355232,2
"Currais","Piauí","Brasil","Currais, Piauí, Brasil",-9.0146796,-44.3999284,2
"Rio Grande da Serra","São Paulo","Brasil","Rio Grande da Serra, São Paulo, Brasil",-23.743724,-46.397084,1
"Itabaianinha","Sergipe","Brasil","Itabaianinha, Sergipe, Brasil",-11.2760142,-37.78666,20
"Nova Olinda","Ceará","Brasil","Nova Olinda, Ceará, Brasil",-7.0934174,-39.6789815,11
"Maracás","Bahia","Brasil","Maracás, Bahia, Brasil",-13.4408898,-40.433052,25
"Aparecida","São Paulo","Brasil","Aparecida, São Paulo, Brasil",-22.851552,-45.2340924,11
"Ithaca  Nova Iorque",NA,"Estados Unidos da América","Ithaca  Nova Iorque, NA, Estados Unidos da América",42.4396039,-76.4968019,1
"Padova",NA,"Itália","Padova, NA, Itália",45.4077172,11.8734455,1
"Jaguaretama","Ceará","Brasil","Jaguaretama, Ceará, Brasil",-5.6092417,-38.7630077,11
"São Lourenço da Mata","Pernambuco","Brasil","São Lourenço da Mata, Pernambuco, Brasil",-7.9959607,-35.039335,3
"Adrianópolis","Paraná","Brasil","Adrianópolis, Paraná, Brasil",-24.6557863,-48.9912769,13
"Pinhais","Paraná","Brasil","Pinhais, Paraná, Brasil",-25.4443488,-49.1900307,6
"Primavera","Pará","Brasil","Primavera, Pará, Brasil",-0.9406522,-47.116728,2
"Lagoa de Velhos","Rio Grande do Norte","Brasil","Lagoa de Velhos, Rio Grande do Norte, Brasil",-6.003043,-35.8710877,4
"Gurinhém","Paraíba","Brasil","Gurinhém, Paraíba, Brasil",-7.1244757,-35.424854,7
"Ilhabela","São Paulo","Brasil","Ilhabela, São Paulo, Brasil",-23.816628,-45.368685,1
"Sítio Novo","Rio Grande do Norte","Brasil","Sítio Novo, Rio Grande do Norte, Brasil",-6.1062227,-35.9093817,7
"Barcelona","Rio Grande do Norte","Brasil","Barcelona, Rio Grande do Norte, Brasil",-5.9514918,-35.9260284,35
"Curiúva","Paraná","Brasil","Curiúva, Paraná, Brasil",-24.0383013,-50.455484,2
"Marcolândia","Piauí","Brasil","Marcolândia, Piauí, Brasil",-7.4457162,-40.6622862,12
"Mendoza",NA,"Argentina","Mendoza, NA, Argentina",-27.5858374,-55.3340249,4
"Ubaíra","Bahia","Brasil","Ubaíra, Bahia, Brasil",-13.2616682,-39.6612866,2
"São Sebastião da Bela Vista","Minas Gerais","Brasil","São Sebastião da Bela Vista, Minas Gerais, Brasil",-22.159167,-45.754167,4
"Tremedal","Bahia","Brasil","Tremedal, Bahia, Brasil",-14.9772387,-41.4110979,24
"Céu Azul","Paraná","Brasil","Céu Azul, Paraná, Brasil",-25.1484973,-53.8494214,63
"São Julião","Piauí","Brasil","São Julião, Piauí, Brasil",-7.0834413,-40.8362405,3
"Padre Marcos","Piauí","Brasil","Padre Marcos, Piauí, Brasil",-7.3534527,-40.9063953,6
"Jatobá do Piauí","Piauí","Brasil","Jatobá do Piauí, Piauí, Brasil",-4.7700202,-41.8181631,3
"Campo Alegre do Fidalgo","Piauí","Brasil","Campo Alegre do Fidalgo, Piauí, Brasil",-8.3753852,-41.8364191,4
"Kahului  Havaí",NA,"Estados Unidos da América","Kahului  Havaí, NA, Estados Unidos da América",19.6669118,-154.9807112,1
"Pedra Preta","Rio Grande do Norte","Brasil","Pedra Preta, Rio Grande do Norte, Brasil",-5.5811667,-36.1044516,5
"Fernando Pedroza","Rio Grande do Norte","Brasil","Fernando Pedroza, Rio Grande do Norte, Brasil",-5.6972558,-36.5316864,2
"Massapê do Piauí","Piauí","Brasil","Massapê do Piauí, Piauí, Brasil",-7.4628039,-41.1260827,9
"Nova Timboteua","Pará","Brasil","Nova Timboteua, Pará, Brasil",-1.2052428,-47.3935775,1
"Lagoa do Barro do Piauí","Piauí","Brasil","Lagoa do Barro do Piauí, Piauí, Brasil",-8.4798938,-41.5295775,15
"São João da Ponta","Pará","Brasil","São João da Ponta, Pará, Brasil",-0.8526516,-47.9224095,10
"Thessaloniki",NA,"Grécia","Thessaloniki, NA, Grécia",40.6403167,22.9352716,1
"Presidente Jânio Quadros","Bahia","Brasil","Presidente Jânio Quadros, Bahia, Brasil",-14.685696,-41.6770097,21
"Águas de São Pedro","São Paulo","Brasil","Águas de São Pedro, São Paulo, Brasil",-22.6000681,-47.8750887,4
"São Felipe","Bahia","Brasil","São Felipe, Bahia, Brasil",-12.8413439,-39.0942048,5
"Tuneiras do Oeste","Paraná","Brasil","Tuneiras do Oeste, Paraná, Brasil",-23.8672329,-52.8749376,3
"Monte das Gameleiras","Rio Grande do Norte","Brasil","Monte das Gameleiras, Rio Grande do Norte, Brasil",-6.43975,-35.7851631,4
"Túnja",NA,"Colômbia","Túnja, NA, Colômbia",5.5323632,-73.361362,2
"Malhada dos Bois","Sergipe","Brasil","Malhada dos Bois, Sergipe, Brasil",-10.3450779,-36.9206659,1
"Ribeirão","Pernambuco","Brasil","Ribeirão, Pernambuco, Brasil",-8.5066761,-35.3747339,4
"Água Preta","Pernambuco","Brasil","Água Preta, Pernambuco, Brasil",-8.7079109,-35.5198586,3
"Santa Terezinha do Tocantins","Tocantins","Brasil","Santa Terezinha do Tocantins, Tocantins, Brasil",-6.4356048,-47.673061,1
"Biritiba Mirim","São Paulo","Brasil","Biritiba Mirim, São Paulo, Brasil",-23.5697765,-46.0407456,1
"Arauá","Sergipe","Brasil","Arauá, Sergipe, Brasil",-11.2644014,-37.6181058,4
"Cristinápolis","Sergipe","Brasil","Cristinápolis, Sergipe, Brasil",-11.4757019,-37.7555212,9
"Vista Alegre do Abunã","Rondônia","Brasil","Vista Alegre do Abunã, Rondônia, Brasil",-9.61996095,-65.8359641543916,7
"São Gotardo","Minas Gerais","Brasil","São Gotardo, Minas Gerais, Brasil",-19.3168844,-46.0476596,5
"São Sebastião do Uatumã","Amazonas","Brasil","São Sebastião do Uatumã, Amazonas, Brasil",-2.5719341,-57.8703616,9
"Amaraji","Pernambuco","Brasil","Amaraji, Pernambuco, Brasil",-8.373925,-35.4536527,2
"Alto Alegre do Maranhão","Maranhão","Brasil","Alto Alegre do Maranhão, Maranhão, Brasil",-4.2055693,-44.4525287,3
"Mongaguá","São Paulo","Brasil","Mongaguá, São Paulo, Brasil",-24.0959454,-46.6234361,2
"Bom Jesus do Araguaia","Mato Grosso","Brasil","Bom Jesus do Araguaia, Mato Grosso, Brasil",-12.1725897,-51.5074425,13
"Maranguape","Ceará","Brasil","Maranguape, Ceará, Brasil",-3.8922967,-38.6835427,3
"Poção","Pernambuco","Brasil","Poção, Pernambuco, Brasil",-8.186709,-36.7023901,4
"Passos Maia","Santa Catarina","Brasil","Passos Maia, Santa Catarina, Brasil",-26.7806434,-52.0611058,2
"Itacuruçá","Rio de Janeiro","Brasil","Itacuruçá, Rio de Janeiro, Brasil",-22.9204343,-43.9103889,1
"Pequi","Minas Gerais","Brasil","Pequi, Minas Gerais, Brasil",-19.6315163,-44.6597262,1
"Alagoinha","Pernambuco","Brasil","Alagoinha, Pernambuco, Brasil",-8.50355635,-36.777011743705,4
"Boa Nova","Bahia","Brasil","Boa Nova, Bahia, Brasil",-14.365907,-40.2063056,8
"Nashville",NA,"Estados Unidos da América","Nashville, NA, Estados Unidos da América",43.0772789,-78.8658707,1
"Nossa Senhora do Livramento","Mato Grosso","Brasil","Nossa Senhora do Livramento, Mato Grosso, Brasil",-15.7725185,-56.3442904,7
"Lajedo","Pernambuco","Brasil","Lajedo, Pernambuco, Brasil",-8.657914,-36.329336,4
"Cachoeira Grande","Maranhão","Brasil","Cachoeira Grande, Maranhão, Brasil",-2.9290492,-44.0573223,1
"Puerto Iguazu",NA,"Argentina","Puerto Iguazu, NA, Argentina",-25.6107508,-54.5764199,1
"Cícero Dantas","Bahia","Brasil","Cícero Dantas, Bahia, Brasil",-10.5932265,-38.3834411,2
"Anita Garibaldi","Santa Catarina","Brasil","Anita Garibaldi, Santa Catarina, Brasil",-27.6855032,-51.1293873,3
"Colorado Springs  Colorado",NA,"Estados Unidos da América","Colorado Springs  Colorado, NA, Estados Unidos da América",38.8339578,-104.8253485,8
"Santa Tereza","Rio Grande do Sul","Brasil","Santa Tereza, Rio Grande do Sul, Brasil",-29.1697808,-51.7363155,2
"Gaurama","Rio Grande do Sul","Brasil","Gaurama, Rio Grande do Sul, Brasil",-27.5879319,-52.0927073,1
"Gonzaga","Minas Gerais","Brasil","Gonzaga, Minas Gerais, Brasil",-18.8207197,-42.4784009,2
"Travesseiro","Rio Grande do Sul","Brasil","Travesseiro, Rio Grande do Sul, Brasil",-29.2977561,-52.0562096,1
"São José do Herval","Rio Grande do Sul","Brasil","São José do Herval, Rio Grande do Sul, Brasil",-29.0448214,-52.2948783,2
"Serrana","São Paulo","Brasil","Serrana, São Paulo, Brasil",-21.2066883,-47.6053774,6
"Piatã","Bahia","Brasil","Piatã, Bahia, Brasil",-13.1535638,-41.7743761,4
"Carnaubais","Rio Grande do Norte","Brasil","Carnaubais, Rio Grande do Norte, Brasil",-5.3383681,-36.8335566,6
"Bolzano",NA,"Itália","Bolzano, NA, Itália",46.65594215,11.2296372641695,1
"Arroio dos Ratos","Rio Grande do Sul","Brasil","Arroio dos Ratos, Rio Grande do Sul, Brasil",-30.0894524,-51.7265541,3
"Conchas","São Paulo","Brasil","Conchas, São Paulo, Brasil",-23.0133538,-48.0077595,2
"Indiavaí","Mato Grosso","Brasil","Indiavaí, Mato Grosso, Brasil",-15.4941405,-58.5765917,4
"Charqueadas","Rio Grande do Sul","Brasil","Charqueadas, Rio Grande do Sul, Brasil",-29.955012,-51.6249195,5
"Ibiá","Minas Gerais","Brasil","Ibiá, Minas Gerais, Brasil",-19.4771843,-46.5386956,8
"Praga",NA,"República Tcheca","Praga, NA, República Tcheca",50.2253937,12.876072,3
"Mundo Novo","Goiás","Brasil","Mundo Novo, Goiás, Brasil",-13.7729429,-50.281378,217
"Siderópolis","Santa Catarina","Brasil","Siderópolis, Santa Catarina, Brasil",-28.597588,-49.4250007,5
"Içara","Santa Catarina","Brasil","Içara, Santa Catarina, Brasil",-28.7116553,-49.2971441,3
"Bonfinópolis","Goiás","Brasil","Bonfinópolis, Goiás, Brasil",-16.6172709,-48.9615701,2
"Mendes","Rio de Janeiro","Brasil","Mendes, Rio de Janeiro, Brasil",-22.5269113,-43.7332604,2
"Bodoquena","Mato Grosso do Sul","Brasil","Bodoquena, Mato Grosso do Sul, Brasil",-20.5508775,-56.6769653,3
"General Câmara","Rio Grande do Sul","Brasil","General Câmara, Rio Grande do Sul, Brasil",-29.9058172,-51.7626264,6
"Pimenteiras do Oeste","Rondônia","Brasil","Pimenteiras do Oeste, Rondônia, Brasil",-13.482271,-61.047052,12
"Quatá","São Paulo","Brasil","Quatá, São Paulo, Brasil",-22.2470977,-50.7003624,1
"Apiaí","São Paulo","Brasil","Apiaí, São Paulo, Brasil",-24.5076527,-48.8461582,4
"Ubiratã","Paraná","Brasil","Ubiratã, Paraná, Brasil",-24.542725,-52.9899678,6
"Faxinal","Paraná","Brasil","Faxinal, Paraná, Brasil",-24.001065,-51.3223237,8
"Santa Rita do Sapucaí","Minas Gerais","Brasil","Santa Rita do Sapucaí, Minas Gerais, Brasil",-22.2486968,-45.7064507,13
"Cajobi","São Paulo","Brasil","Cajobi, São Paulo, Brasil",-20.8776238,-48.8106972,4
"São José da Barra","Minas Gerais","Brasil","São José da Barra, Minas Gerais, Brasil",-20.7180697,-46.3125073,1
"Limeira do Oeste","Minas Gerais","Brasil","Limeira do Oeste, Minas Gerais, Brasil",-19.5521959,-50.5772673,1
"Rio Negro","Paraná","Brasil","Rio Negro, Paraná, Brasil",-26.0994985,-49.7894125,15
"Iramaia","Bahia","Brasil","Iramaia, Bahia, Brasil",-13.2937451,-40.9576036,2
"Piçarra","Pará","Brasil","Piçarra, Pará, Brasil",-6.4475822,-48.8633795,2
"Jaguariaíva","Paraná","Brasil","Jaguariaíva, Paraná, Brasil",-24.2589699,-49.7201518,5
"Aroeiras do Itaim","Piauí","Brasil","Aroeiras do Itaim, Piauí, Brasil",-7.2797031,-41.5629681,1
"José de Freitas","Piauí","Brasil","José de Freitas, Piauí, Brasil",-4.7578357,-42.5763777,6
"Boquim","Sergipe","Brasil","Boquim, Sergipe, Brasil",-11.1450175,-37.6204228,4
"São José da Varginha","Minas Gerais","Brasil","São José da Varginha, Minas Gerais, Brasil",-19.7087286,-44.5577812,2
"Kongens Lyngby",NA,"Dinamarca","Kongens Lyngby, NA, Dinamarca",55.7718649,12.5051413,2
"Tapejara","Rio Grande do Sul","Brasil","Tapejara, Rio Grande do Sul, Brasil",-28.069233,-52.0117161,6
"Bela Vista do Piauí","Piauí","Brasil","Bela Vista do Piauí, Piauí, Brasil",-7.9716353,-41.8715061,1
"Congonhinhas","Paraná","Brasil","Congonhinhas, Paraná, Brasil",-23.5497241,-50.5520182,1
"São Gabriel","Bahia","Brasil","São Gabriel, Bahia, Brasil",-11.2281863,-41.8768254,74
"Abatiá","Paraná","Brasil","Abatiá, Paraná, Brasil",-23.3052967,-50.3102532,6
"Guaratuba","Paraná","Brasil","Guaratuba, Paraná, Brasil",-25.8806192,-48.5750905,11
"Murici dos Portelas","Piauí","Brasil","Murici dos Portelas, Piauí, Brasil",-3.3222798,-42.0904339,1
"Batalha","Piauí","Brasil","Batalha, Piauí, Brasil",-4.022391,-42.0780926,28
"Esperantina","Piauí","Brasil","Esperantina, Piauí, Brasil",-3.8950963,-42.2370595,11
"Barro Alto","Goiás","Brasil","Barro Alto, Goiás, Brasil",-14.9696025,-48.9190985,11
"Enéas Marques","Paraná","Brasil","Enéas Marques, Paraná, Brasil",-25.9435584,-53.1637539,2
"Salete","Santa Catarina","Brasil","Salete, Santa Catarina, Brasil",-26.9841891,-50.0076205,2
"Santa Luzia do Itanhy","Sergipe","Brasil","Santa Luzia do Itanhy, Sergipe, Brasil",-11.3520169,-37.4485757,5
"Bom Jesus do Oeste","Santa Catarina","Brasil","Bom Jesus do Oeste, Santa Catarina, Brasil",-26.6929713,-53.0967453,1
"Caém","Bahia","Brasil","Caém, Bahia, Brasil",-11.0909658,-40.4322187,2
"Itatuba","Paraíba","Brasil","Itatuba, Paraíba, Brasil",-7.3758509,-35.626495,2
"Nossa Senhora do Socorro","Sergipe","Brasil","Nossa Senhora do Socorro, Sergipe, Brasil",-10.8553115,-37.1264863,10
"Ipê","Rio Grande do Sul","Brasil","Ipê, Rio Grande do Sul, Brasil",-28.8189281,-51.2796422,2
"David Canabarro","Rio Grande do Sul","Brasil","David Canabarro, Rio Grande do Sul, Brasil",-28.3878667,-51.8472645,2
"Cacaulândia","Rondônia","Brasil","Cacaulândia, Rondônia, Brasil",-10.3380043,-62.9007231,7
"Buritis","Rondônia","Brasil","Buritis, Rondônia, Brasil",-10.2054937,-63.8281954,28
"Bom Jesus do Galho","Minas Gerais","Brasil","Bom Jesus do Galho, Minas Gerais, Brasil",-19.8283191,-42.3162256,4
"Governador Lindenberg","Espírito Santo","Brasil","Governador Lindenberg, Espírito Santo, Brasil",-19.25076,-40.462888,5
"Retirolândia","Bahia","Brasil","Retirolândia, Bahia, Brasil",-11.4935873,-39.4245887,2
"Tamboril do Piauí","Piauí","Brasil","Tamboril do Piauí, Piauí, Brasil",-8.4007816,-42.9112793,9
"Brejo do Piauí","Piauí","Brasil","Brejo do Piauí, Piauí, Brasil",-8.207583,-42.8359849,1
"Araguapaz","Goiás","Brasil","Araguapaz, Goiás, Brasil",-15.0937927,-50.626417,9
"Liverpool",NA,"Reino Unido","Liverpool, NA, Reino Unido",53.407154,-2.991665,2
"Carapicuíba","São Paulo","Brasil","Carapicuíba, São Paulo, Brasil",-23.5234673,-46.8406808,18
"Francisco Alves","Paraná","Brasil","Francisco Alves, Paraná, Brasil",-24.0694395,-53.844348,2
"Cafezal do Sul","Paraná","Brasil","Cafezal do Sul, Paraná, Brasil",-23.900508,-53.512418,2
"Pinheiral","Rio de Janeiro","Brasil","Pinheiral, Rio de Janeiro, Brasil",-22.5129436,-44.001435,7
"Iporã","Paraná","Brasil","Iporã, Paraná, Brasil",-24.0039474,-53.7100595,6
"Ipu","Ceará","Brasil","Ipu, Ceará, Brasil",-4.3239824,-40.7097463,11
"Pedro Osório","Rio Grande do Sul","Brasil","Pedro Osório, Rio Grande do Sul, Brasil",-31.861921,-52.8219388,4
"Herval","Rio Grande do Sul","Brasil","Herval, Rio Grande do Sul, Brasil",-32.0260806,-53.3951333,1
"Arroio Grande","Rio Grande do Sul","Brasil","Arroio Grande, Rio Grande do Sul, Brasil",-32.2384246,-53.0866661,2
"Calçado","Pernambuco","Brasil","Calçado, Pernambuco, Brasil",-8.7413446,-36.3351787,1
"Promissão","São Paulo","Brasil","Promissão, São Paulo, Brasil",-21.5404913,-49.8574709,11
"Estrela D'Oeste","São Paulo","Brasil","Estrela D'Oeste, São Paulo, Brasil",-20.2860692,-50.3986216,7
"Correia Pinto","Santa Catarina","Brasil","Correia Pinto, Santa Catarina, Brasil",-27.587688,-50.361448,5
"Icém","São Paulo","Brasil","Icém, São Paulo, Brasil",-20.3413103,-49.1970982,1
"Porto Principe",NA,"Haiti","Porto Principe, NA, Haiti",18.547327,-72.3395928,1
"Abuja",NA,"Nigéria","Abuja, NA, Nigéria",9.0643305,7.4892974,40
"Porto Mauá","Rio Grande do Sul","Brasil","Porto Mauá, Rio Grande do Sul, Brasil",-27.5740153,-54.6690808,9
"Jaborandi","Bahia","Brasil","Jaborandi, Bahia, Brasil",-13.6203918,-44.4693394,2
"Sítio do Quinto","Bahia","Brasil","Sítio do Quinto, Bahia, Brasil",-10.3675979,-38.2041664,2
"São Luíz do Norte","Goiás","Brasil","São Luíz do Norte, Goiás, Brasil",-14.8620462,-49.3320827,10
"Jaborandi","São Paulo","Brasil","Jaborandi, São Paulo, Brasil",-20.6921079,-48.4144076,2
"Campina do Monte Alegre","São Paulo","Brasil","Campina do Monte Alegre, São Paulo, Brasil",-23.5935653,-48.4801876,1
"Vitor Meireles","Santa Catarina","Brasil","Vitor Meireles, Santa Catarina, Brasil",-26.878152,-49.832787,5
"Pau  Pyrénées",NA,"França","Pau  Pyrénées, NA, França",43.2957547,-0.3685668,1
"Irituia","Pará","Brasil","Irituia, Pará, Brasil",-1.7709543,-47.4399687,1
"Santa Bárbara do Pará","Pará","Brasil","Santa Bárbara do Pará, Pará, Brasil",-1.226144,-48.295101,3
"Baton Rouge",NA,"Estados Unidos da América","Baton Rouge, NA, Estados Unidos da América",30.4459596,-91.18738,1
"Compiegne",NA,"França","Compiegne, NA, França",49.4179497,2.8263171,3
"Santa Vitória","Minas Gerais","Brasil","Santa Vitória, Minas Gerais, Brasil",-18.8465718,-50.1292823,3
"Bernardino Batista","Paraíba","Brasil","Bernardino Batista, Paraíba, Brasil",-6.4532173,-38.5495418,1
"Condado","Paraíba","Brasil","Condado, Paraíba, Brasil",-6.9092101,-37.5966375,1
"Resplendor","Minas Gerais","Brasil","Resplendor, Minas Gerais, Brasil",-19.3254413,-41.2554622,9
"Açucena","Minas Gerais","Brasil","Açucena, Minas Gerais, Brasil",-19.073056,-42.546666,1
"Carnaubal","Ceará","Brasil","Carnaubal, Ceará, Brasil",-4.1611842,-40.9412317,3
"Gilbués","Piauí","Brasil","Gilbués, Piauí, Brasil",-9.8295491,-45.3389933,2
"Santa Cruz de Salinas","Minas Gerais","Brasil","Santa Cruz de Salinas, Minas Gerais, Brasil",-16.0972405,-41.7474332,1
"Nova Porteirinha","Minas Gerais","Brasil","Nova Porteirinha, Minas Gerais, Brasil",-15.8030559,-43.3011842,1
"Jóia","Rio Grande do Sul","Brasil","Jóia, Rio Grande do Sul, Brasil",-28.6465036,-54.1199165,6
"West Sussex",NA,"Reino Unido","West Sussex, NA, Reino Unido",50.9446987,-0.527605823623323,2
"Bom Jesus do Norte","Espírito Santo","Brasil","Bom Jesus do Norte, Espírito Santo, Brasil",-21.1254776,-41.6711646,4
"Pau Brasil","Bahia","Brasil","Pau Brasil, Bahia, Brasil",-15.4646625,-39.6505806,15
"Camacan","Bahia","Brasil","Camacan, Bahia, Brasil",-15.4166631,-39.4930088,25
"Jussari","Bahia","Brasil","Jussari, Bahia, Brasil",-15.1882453,-39.493597,20
"Buerarema","Bahia","Brasil","Buerarema, Bahia, Brasil",-14.9571177,-39.3008035,12
"Floresta Azul","Bahia","Brasil","Floresta Azul, Bahia, Brasil",-14.8602238,-39.6561384,46
"Mascote","Bahia","Brasil","Mascote, Bahia, Brasil",-15.5645474,-39.3026663,12
"Itatinga","São Paulo","Brasil","Itatinga, São Paulo, Brasil",-23.1042417,-48.6134874,2
"Campos Novos Paulista","São Paulo","Brasil","Campos Novos Paulista, São Paulo, Brasil",-22.601952,-49.998726,5
"Buritama","São Paulo","Brasil","Buritama, São Paulo, Brasil",-21.0664017,-50.1448077,2
"Serra Nova Dourada","Mato Grosso","Brasil","Serra Nova Dourada, Mato Grosso, Brasil",-12.0890348,-51.4005672,1
"Alto Paraíso","Paraná","Brasil","Alto Paraíso, Paraná, Brasil",-23.508137,-53.728537,2
"Santo Antônio de Goiás","Goiás","Brasil","Santo Antônio de Goiás, Goiás, Brasil",-16.4861723,-49.3093885,1
"Jitaúna","Bahia","Brasil","Jitaúna, Bahia, Brasil",-14.017019,-39.8889976,12
"Gandu","Bahia","Brasil","Gandu, Bahia, Brasil",-13.7448138,-39.4844732,14
"Barra do Rocha","Bahia","Brasil","Barra do Rocha, Bahia, Brasil",-14.2090974,-39.6004395,19
"Uruçuca","Bahia","Brasil","Uruçuca, Bahia, Brasil",-14.5913092,-39.2862094,18
"Ubatã","Bahia","Brasil","Ubatã, Bahia, Brasil",-14.212002,-39.5245924,12
"Ubaitaba","Bahia","Brasil","Ubaitaba, Bahia, Brasil",-14.3117771,-39.3226605,25
"Ibirataia","Bahia","Brasil","Ibirataia, Bahia, Brasil",-14.0689024,-39.6394008,18
"Itacaré","Bahia","Brasil","Itacaré, Bahia, Brasil",-14.2781298,-38.9951418,14
"Ibirapitanga","Bahia","Brasil","Ibirapitanga, Bahia, Brasil",-14.1615686,-39.369522,15
"Gongogi","Bahia","Brasil","Gongogi, Bahia, Brasil",-14.3240248,-39.4665106,12
"Mateus Leme","Minas Gerais","Brasil","Mateus Leme, Minas Gerais, Brasil",-19.986666,-44.428056,3
"Moeda","Minas Gerais","Brasil","Moeda, Minas Gerais, Brasil",-20.333056,-44.0525,2
"Nova Era","Minas Gerais","Brasil","Nova Era, Minas Gerais, Brasil",-19.766111,-43.036944,5
"João Neiva","Espírito Santo","Brasil","João Neiva, Espírito Santo, Brasil",-19.756346,-40.3848345,7
"Belém do Brejo do Cruz","Paraíba","Brasil","Belém do Brejo do Cruz, Paraíba, Brasil",-6.1880727,-37.5332267,12
"Santo Antônio de Pádua","Rio de Janeiro","Brasil","Santo Antônio de Pádua, Rio de Janeiro, Brasil",-21.5389992,-42.1799978,16
"Miracema","Rio de Janeiro","Brasil","Miracema, Rio de Janeiro, Brasil",-21.4123651,-42.1965147,2
"Itabela","Bahia","Brasil","Itabela, Bahia, Brasil",-16.5743392,-39.561961,14
"São Francisco de Itabapoana","Rio de Janeiro","Brasil","São Francisco de Itabapoana, Rio de Janeiro, Brasil",-21.4743369,-41.1118362,2
"Álvares Machado","São Paulo","Brasil","Álvares Machado, São Paulo, Brasil",-22.076415,-51.47224,4
"Heredia",NA,"Costa Rica","Heredia, NA, Costa Rica",10.3768307,-84.068391,2
"Caetés","Pernambuco","Brasil","Caetés, Pernambuco, Brasil",-8.7728788,-36.6255835,3
"Santa Luzia","Bahia","Brasil","Santa Luzia, Bahia, Brasil",-15.4307844,-39.3303259,116
"Estrela de Alagoas","Alagoas","Brasil","Estrela de Alagoas, Alagoas, Brasil",-9.3888972,-36.7616833,4
"Caturama","Bahia","Brasil","Caturama, Bahia, Brasil",-13.3309299,-42.2927623,3
"Ijaci","Minas Gerais","Brasil","Ijaci, Minas Gerais, Brasil",-21.1700929,-44.9280621,4
"São José da Vitória","Bahia","Brasil","São José da Vitória, Bahia, Brasil",-15.0790716,-39.3365369,30
"Almadina","Bahia","Brasil","Almadina, Bahia, Brasil",-14.70466,-39.6381994,18
"Firmino Alves","Bahia","Brasil","Firmino Alves, Bahia, Brasil",-14.9871017,-39.9242157,15
"Jesuânia","Minas Gerais","Brasil","Jesuânia, Minas Gerais, Brasil",-21.997777,-45.290833,3
"Pancas","Espírito Santo","Brasil","Pancas, Espírito Santo, Brasil",-19.2239225,-40.8502555,8
"Itaguaru","Goiás","Brasil","Itaguaru, Goiás, Brasil",-15.7613695,-49.6337242,2
"Cidreira","Rio Grande do Sul","Brasil","Cidreira, Rio Grande do Sul, Brasil",-30.1657063,-50.218331,1
"Paripiranga","Bahia","Brasil","Paripiranga, Bahia, Brasil",-10.6828923,-37.8621523,1
"Castanheira","Mato Grosso","Brasil","Castanheira, Mato Grosso, Brasil",-11.1391946,-58.6088547,1
